# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 сантиметра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 сантиметрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 сантиметру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 сантиметром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 сантиметр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
year-duration	decades	neuter	Це десятиріччя	dative	{0} десятиріччю	Це відповідає 21 десятиріччю	{0} десятиріччям	Це відповідає 3 десятиріччям	{0} десятиріччям	Це відповідає 5 десятиріччям	{0} десятиріччя	Це відповідає 0,1 десятиріччя
year-duration	decades	neuter	Це десятиріччя	instrumental	{0} десятиріччям	Вимірюється не 21 десятиріччям	{0} десятиріччями	Вимірюється не 3 десятиріччями	{0} десятиріччями	Вимірюється не 5 десятиріччями	{0} десятиріччя	Вимірюється не 0,1 десятиріччя
year-duration	centuries	neuter	Це століття	nominative	{0} століття	Є 21 століття	{0} століття	Є 3 століття	{0} століть	Є 5 століть	{0} століття	Є 0,1 століття
year-duration	centuries	neuter	Це століття	accusative	{0} століття	Знайшли 21 століття	{0} століття	Знайшли 3 століття	{0} століть	Знайшли 5 століть	{0} століття	Знайшли 0,1 століття
year-duration	centuries	neuter	Це століття	genitive	{0} століття	Немає 21 століття	{0} століть	Немає 3 століть	{0} століть	Немає 5 століть	{0} століття	Немає 0,1 століття
year-duration	centuries	neuter	Це століття	locative	{0} столітті	Міститься в 21 столітті	{0} століттях	Міститься в 3 століттях	{0} століттях	Міститься в 5 століттях	{0} століття	Міститься в 0,1 століття
year-duration	centuries	neuter	Це століття	dative	{0} століттю	Це відповідає 21 століттю	{0} століттям	Це відповідає 3 століттям	{0} століттям	Це відповідає 5 століттям	{0} століття	Це відповідає 0,1 століття
year-duration	centuries	neuter	Це століття	instrumental	{0} століттям	Вимірюється не 21 століттям	{0} століттями	Вимірюється не 3 століттями	{0} століттями	Вимірюється не 5 століттями	{0} століття	Вимірюється не 0,1 століття

# Unit Power Components
#Unit	Case	Gender	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
power2	nominative	masculine • (day)	квадратний {0}	Є 21 квадратний день	квадратні {0}	Є 3 квадратні дні	квадратних {0}	Є 5 квадратних днів	квадратного {0}	Є 0,1 квадратного дня
power2	accusative	masculine • (day)	квадратний {0}	Знайшли 21 квадратний день	квадратні {0}	Знайшли 3 квадратні дні	квадратних {0}	Знайшли 5 квадратних днів	квадратного {0}	Знайшли 0,1 квадратного дня
power2	genitive	masculine • (day)	квадратного {0}	Немає 21 квадратного дня	квадратних {0}	Немає 3 квадратних днів	квадратних {0}	Немає 5 квадратних днів	квадратного {0}	Немає 0,1 квадратного дня
power2	locative	masculine • (day)	квадратному {0}	Міститься в 21 квадратному дні	квадратних {0}	Міститься в 3 квадратних днях	квадратних {0}	Міститься в 5 квадратних днях	квадратного {0}	Міститься в 0,1 квадратного дня
power2	dative	masculine • (day)	квадратному {0}	Це відповідає 21 квадратному дню	квадратним {0}	Це відповідає 3 квадратним дням	квадратним {0}	Це відповідає 5 квадратним дням	квадратного {0}	Це відповідає 0,1 квадратного дня
power2	instrumental	masculine • (day)	квадратним {0}	Вимірюється не 21 квадратним днем	квадратними {0}	Вимірюється не 3 квадратними днями	квадратними {0}	Вимірюється не 5 квадратними днями	квадратного {0}	Вимірюється не 0,1 квадратного дня
power2	nominative	feminine • (second)	квадратна {0}	Є 21 квадратна секунда	квадратні {0}	Є 3 квадратні секунди	квадратних {0}	Є 5 квадратних секунд	квадратної {0}	Є 0,1 квадратної секунди
power2	accusative	feminine • (second)	квадратну {0}	Знайшли 21 квадратну секунду	квадратні {0}	Знайшли 3 квадратні секунди	квадратних {0}	Знайшли 5 квадратних секунд	квадратної {0}	Знайшли 0,1 квадратної секунди
power2	genitive	feminine • (second)	квадратної {0}	Немає 21 квадратної секунди	квадратних {0}	Немає 3 квадратних секунд	квадратних {0}	Немає 5 квадратних секунд	квадратної {0}	Немає 0,1 квадратної секунди
power2	locative	feminine • (second)	квадратній {0}	Міститься в 21 квадратній секунді	квадратних {0}	Міститься в 3 квадратних секундах	квадратних {0}	Міститься в 5 квадратних секундах	квадратної {0}	Міститься в 0,1 квадратної секунди
power2	dative	feminine • (second)	квадратній {0}	Це відповідає 21 квадратній секунді	квадратним {0}	Це відповідає 3 квадратним секундам	квадратним {0}	Це відповідає 5 квадратним секундам	квадратної {0}	Це відповідає 0,1 квадратної секунди
power2	instrumental	feminine • (second)	квадратною {0}	Вимірюється не 21 квадратною секундою	квадратними {0}	Вимірюється не 3 квадратними секундами	квадратними {0}	Вимірюється не 5 квадратними секундами	квадратної {0}	Вимірюється не 0,1 квадратної секунди
power2	nominative	neuter • (decade)	квадратний {0}	Є 21 квадратний десятиріччя	квадратні {0}	Є 3 квадратні десятиріччя	квадратних {0}	Є 5 квадратних десятиріч	квадратного {0}	Є 0,1 квадратного десятиріччя
power2	accusative	neuter • (decade)	квадратний {0}	Знайшли 21 квадратний десятиріччя	квадратні {0}	Знайшли 3 квадратні десятиріччя	квадратних {0}	Знайшли 5 квадратних десятиріч	квадратного {0}	Знайшли 0,1 квадратного десятиріччя
power2	genitive	neuter • (decade)	квадратного {0}	Немає 21 квадратного десятиріччя	квадратних {0}	Немає 3 квадратних десятиріч	квадратних {0}	Немає 5 квадратних десятиріч	квадратного {0}	Немає 0,1 квадратного десятиріччя
power2	locative	neuter • (decade)	квадратному {0}	Міститься в 21 квадратному десятиріччі	квадратних {0}	Міститься в 3 квадратних десятиріччях	квадратних {0}	Міститься в 5 квадратних десятиріччях	квадратного {0}	Міститься в 0,1 квадратного десятиріччя
power2	dative	neuter • (decade)	квадратному {0}	Це відповідає 21 квадратному десятиріччю	квадратним {0}	Це відповідає 3 квадратним десятиріччям	квадратним {0}	Це відповідає 5 квадратним десятиріччям	квадратного {0}	Це відповідає 0,1 квадратного десятиріччя
power2	instrumental	neuter • (decade)	квадратним {0}	Вимірюється не 21 квадратним десятиріччям	квадратними {0}	Вимірюється не 3 квадратними десятиріччями	квадратними {0}	Вимірюється не 5 квадратними десятиріччями	квадратного {0}	Вимірюється не 0,1 квадратного десятиріччя
