# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 centimetru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 centimetr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 centimetru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 centimetr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 centimetru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 centimetr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 centimetrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>centimetr</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>centimetr</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
volume	liters	inanimate	Jeden litr stál 135 Kč.	instrumental	{0} litrem	Spokojíme se s 1 litrem.	{0} litry	Spokojíme se s 3 litry.	{0} litru	Spokojíme se s 0,1 litru.	{0} litry	Spokojíme se s 5 litry.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	nominative	{0} hektolitr	Chybí ještě 1 hektolitr.	{0} hektolitry	Chybí ještě 3 hektolitry.	{0} hektolitru	Chybí ještě 0,1 hektolitru.	{0} hektolitrů	Chybí ještě 5 hektolitrů.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	accusative	{0} hektolitr	Naměřili jsme 1 hektolitr.	{0} hektolitry	Naměřili jsme 3 hektolitry.	{0} hektolitru	Naměřili jsme 0,1 hektolitru.	{0} hektolitrů	Naměřili jsme 5 hektolitrů.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	genitive	{0} hektolitru	Bez 1 hektolitru se obejdeme.	{0} hektolitrů	Bez 3 hektolitrů se obejdeme.	{0} hektolitru	Bez 0,1 hektolitru se obejdeme.	{0} hektolitrů	Bez 5 hektolitrů se obejdeme.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	locative	{0} hektolitru	Po 1 hektolitru se zastavil.	{0} hektolitrech	Po 3 hektolitrech se zastavil.	{0} hektolitru	Po 0,1 hektolitru se zastavil.	{0} hektolitrech	Po 5 hektolitrech se zastavil.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	dative	{0} hektolitru	Díky 1 hektolitru navíc to mohl stihnout.	{0} hektolitrům	Díky 3 hektolitrům navíc to mohl stihnout.	{0} hektolitru	Díky 0,1 hektolitru navíc to mohl stihnout.	{0} hektolitrům	Díky 5 hektolitrům navíc to mohl stihnout.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	instrumental	{0} hektolitrem	Spokojíme se s 1 hektolitrem.	{0} hektolitry	Spokojíme se s 3 hektolitry.	{0} hektolitru	Spokojíme se s 0,1 hektolitru.	{0} hektolitry	Spokojíme se s 5 hektolitry.
volume	cubic meters	inanimate	Jeden metr krychlový stál 135 Kč.	nominative	{0} metr krychlový	Chybí ještě 1 metr krychlový.	{0} metry krychlové	Chybí ještě 3 metry krychlové.	{0} metru krychlového	Chybí ještě 0,1 metru krychlového.	{0} metrů krychlových	Chybí ještě 5 metrů krychlových.
volume	cubic meters	inanimate	Jeden metr krychlový stál 135 Kč.	accusative	{0} metr krychlový	Naměřili jsme 1 metr krychlový.	{0} metry krychlové	Naměřili jsme 3 metry krychlové.	{0} metru krychlového	Naměřili jsme 0,1 metru krychlového.	{0} metrů krychlových	Naměřili jsme 5 metrů krychlových.
volume	cubic meters	inanimate	Jeden metr krychlový stál 135 Kč.	genitive	{0} metru krychlového	Bez 1 metru krychlového se obejdeme.	{0} metrů krychlových	Bez 3 metrů krychlových se obejdeme.	{0} metru krychlového	Bez 0,1 metru krychlového se obejdeme.	{0} metrů krychlových	Bez 5 metrů krychlových se obejdeme.
volume	cubic meters	inanimate	Jeden metr krychlový stál 135 Kč.	locative	{0} metru krychlovém	Po 1 metru krychlovém se zastavil.	{0} metrech krychlových	Po 3 metrech krychlových se zastavil.	{0} metru krychlového	Po 0,1 metru krychlového se zastavil.	{0} metrech krychlových	Po 5 metrech krychlových se zastavil.
volume	cubic meters	inanimate	Jeden metr krychlový stál 135 Kč.	dative	{0} metru krychlovému	Díky 1 metru krychlovému navíc to mohl stihnout.	{0} metrům krychlovým	Díky 3 metrům krychlovým navíc to mohl stihnout.	{0} metru krychlového	Díky 0,1 metru krychlového navíc to mohl stihnout.	{0} metrům krychlovým	Díky 5 metrům krychlovým navíc to mohl stihnout.
volume	cubic meters	inanimate	Jeden metr krychlový stál 135 Kč.	instrumental	{0} metrem krychlovým	Spokojíme se s 1 metrem krychlovým.	{0} metry krychlovými	Spokojíme se s 3 metry krychlovými.	{0} metru krychlového	Spokojíme se s 0,1 metru krychlového.	{0} metry krychlovými	Spokojíme se s 5 metry krychlovými.
volume	megaliters	inanimate	Jeden megalitr stál 135 Kč.	nominative	{0} megalitr	Chybí ještě 1 megalitr.	{0} megalitry	Chybí ještě 3 megalitry.	{0} megalitru	Chybí ještě 0,1 megalitru.	{0} megalitrů	Chybí ještě 5 megalitrů.
volume	megaliters	inanimate	Jeden megalitr stál 135 Kč.	accusative	{0} megalitr	Naměřili jsme 1 megalitr.	{0} megalitry	Naměřili jsme 3 megalitry.	{0} megalitru	Naměřili jsme 0,1 megalitru.	{0} megalitrů	Naměřili jsme 5 megalitrů.
volume	megaliters	inanimate	Jeden megalitr stál 135 Kč.	genitive	{0} megalitru	Bez 1 megalitru se obejdeme.	{0} megalitrů	Bez 3 megalitrů se obejdeme.	{0} megalitru	Bez 0,1 megalitru se obejdeme.	{0} megalitrů	Bez 5 megalitrů se obejdeme.
volume	megaliters	inanimate	Jeden megalitr stál 135 Kč.	locative	{0} megalitru	Po 1 megalitru se zastavil.	{0} megalitrech	Po 3 megalitrech se zastavil.	{0} megalitru	Po 0,1 megalitru se zastavil.	{0} megalitrech	Po 5 megalitrech se zastavil.
volume	megaliters	inanimate	Jeden megalitr stál 135 Kč.	dative	{0} megalitru	Díky 1 megalitru navíc to mohl stihnout.	{0} megalitrům	Díky 3 megalitrům navíc to mohl stihnout.	{0} megalitru	Díky 0,1 megalitru navíc to mohl stihnout.	{0} megalitrům	Díky 5 megalitrům navíc to mohl stihnout.
volume	megaliters	inanimate	Jeden megalitr stál 135 Kč.	instrumental	{0} megalitrem	Spokojíme se s 1 megalitrem.	{0} megalitry	Spokojíme se s 3 megalitry.	{0} megalitru	Spokojíme se s 0,1 megalitru.	{0} megalitry	Spokojíme se s 5 megalitry.
volume	cubic kilometers	inanimate	Jeden kilometr krychlový stál 135 Kč.	nominative	{0} kilometr krychlový	Chybí ještě 1 kilometr krychlový.	{0} kilometry krychlové	Chybí ještě 3 kilometry krychlové.	{0} kilometru krychlového	Chybí ještě 0,1 kilometru krychlového.	{0} kilometrů krychlových	Chybí ještě 5 kilometrů krychlových.
volume	cubic kilometers	inanimate	Jeden kilometr krychlový stál 135 Kč.	accusative	{0} kilometr krychlový	Naměřili jsme 1 kilometr krychlový.	{0} kilometry krychlové	Naměřili jsme 3 kilometry krychlové.	{0} kilometru krychlového	Naměřili jsme 0,1 kilometru krychlového.	{0} kilometrů krychlových	Naměřili jsme 5 kilometrů krychlových.
volume	cubic kilometers	inanimate	Jeden kilometr krychlový stál 135 Kč.	genitive	{0} kilometru krychlového	Bez 1 kilometru krychlového se obejdeme.	{0} kilometrů krychlových	Bez 3 kilometrů krychlových se obejdeme.	{0} kilometru krychlového	Bez 0,1 kilometru krychlového se obejdeme.	{0} kilometrů krychlových	Bez 5 kilometrů krychlových se obejdeme.
volume	cubic kilometers	inanimate	Jeden kilometr krychlový stál 135 Kč.	locative	{0} kilometru krychlovém	Po 1 kilometru krychlovém se zastavil.	{0} kilometrech krychlových	Po 3 kilometrech krychlových se zastavil.	{0} kilometru krychlového	Po 0,1 kilometru krychlového se zastavil.	{0} kilometrech krychlových	Po 5 kilometrech krychlových se zastavil.
volume	cubic kilometers	inanimate	Jeden kilometr krychlový stál 135 Kč.	dative	{0} kilometru krychlovému	Díky 1 kilometru krychlovému navíc to mohl stihnout.	{0} kilometrům krychlovým	Díky 3 kilometrům krychlovým navíc to mohl stihnout.	{0} kilometru krychlového	Díky 0,1 kilometru krychlového navíc to mohl stihnout.	{0} kilometrům krychlovým	Díky 5 kilometrům krychlovým navíc to mohl stihnout.
volume	cubic kilometers	inanimate	Jeden kilometr krychlový stál 135 Kč.	instrumental	{0} kilometrem krychlovým	Spokojíme se s 1 kilometrem krychlovým.	{0} kilometry krychlovými	Spokojíme se s 3 kilometry krychlovými.	{0} kilometru krychlového	Spokojíme se s 0,1 kilometru krychlového.	{0} kilometry krychlovými	Spokojíme se s 5 kilometry krychlovými.
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Jeden měsíc stál 135 Kč.	nominative	{0} měsíc	Chybí ještě 1 měsíc.	{0} měsíce	Chybí ještě 3 měsíce.	{0} měsíce	Chybí ještě 0,1 měsíce.	{0} měsíců	Chybí ještě 5 měsíců.
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Jeden měsíc stál 135 Kč.	accusative	{0} měsíc	Naměřili jsme 1 měsíc.	{0} měsíce	Naměřili jsme 3 měsíce.	{0} měsíce	Naměřili jsme 0,1 měsíce.	{0} měsíců	Naměřili jsme 5 měsíců.
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Jeden měsíc stál 135 Kč.	genitive	{0} měsíce	Bez 1 měsíce se obejdeme.	{0} měsíců	Bez 3 měsíců se obejdeme.	{0} měsíce	Bez 0,1 měsíce se obejdeme.	{0} měsíců	Bez 5 měsíců se obejdeme.
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Jeden měsíc stál 135 Kč.	locative	{0} měsíci	Po 1 měsíci se zastavil.	{0} měsících	Po 3 měsících se zastavil.	{0} měsíce	Po 0,1 měsíce se zastavil.	{0} měsících	Po 5 měsících se zastavil.
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Jeden měsíc stál 135 Kč.	dative	{0} měsíci	Díky 1 měsíci navíc to mohl stihnout.	{0} měsícům	Díky 3 měsícům navíc to mohl stihnout.	{0} měsíce	Díky 0,1 měsíce navíc to mohl stihnout.	{0} měsícům	Díky 5 měsícům navíc to mohl stihnout.
year-duration	month • ( = 0.08˙3 yrs)	inanimate	Jeden měsíc stál 135 Kč.	instrumental	{0} měsícem	Spokojíme se s 1 měsícem.	{0} měsíci	Spokojíme se s 3 měsíci.	{0} měsíce	Spokojíme se s 0,1 měsíce.	{0} měsíci	Spokojíme se s 5 měsíci.
year-duration	years	inanimate	Jeden rok stál 135 Kč.	nominative	{0} rok	Chybí ještě 1 rok.	{0} roky	Chybí ještě 3 roky.	{0} roku	Chybí ještě 0,1 roku.	{0} let	Chybí ještě 5 let.
year-duration	years	inanimate	Jeden rok stál 135 Kč.	accusative	{0} rok	Naměřili jsme 1 rok.	{0} roky	Naměřili jsme 3 roky.	{0} roku	Naměřili jsme 0,1 roku.	{0} let	Naměřili jsme 5 let.
year-duration	years	inanimate	Jeden rok stál 135 Kč.	genitive	{0} roku	Bez 1 roku se obejdeme.	{0} let	Bez 3 let se obejdeme.	{0} roku	Bez 0,1 roku se obejdeme.	{0} let	Bez 5 let se obejdeme.
year-duration	years	inanimate	Jeden rok stál 135 Kč.	locative	{0} roce	Po 1 roce se zastavil.	{0} letech	Po 3 letech se zastavil.	{0} roku	Po 0,1 roku se zastavil.	{0} letech	Po 5 letech se zastavil.
year-duration	years	inanimate	Jeden rok stál 135 Kč.	dative	{0} roku	Díky 1 roku navíc to mohl stihnout.	{0} letům	Díky 3 letům navíc to mohl stihnout.	{0} roku	Díky 0,1 roku navíc to mohl stihnout.	{0} letům	Díky 5 letům navíc to mohl stihnout.
year-duration	years	inanimate	Jeden rok stál 135 Kč.	instrumental	{0} rokem	Spokojíme se s 1 rokem.	{0} lety	Spokojíme se s 3 lety.	{0} roku	Spokojíme se s 0,1 roku.	{0} lety	Spokojíme se s 5 lety.
year-duration	decades	neuter	Jedno desetiletí stálo 135 Kč.	nominative	{0} desetiletí	Chybí ještě 1 desetiletí.	{0} desetiletí	Chybí ještě 3 desetiletí.	{0} desetiletí	Chybí ještě 0,1 desetiletí.	{0} desetiletí	Chybí ještě 5 desetiletí.
year-duration	decades	neuter	Jedno desetiletí stálo 135 Kč.	accusative	{0} desetiletí	Naměřili jsme 1 desetiletí.	{0} desetiletí	Naměřili jsme 3 desetiletí.	{0} desetiletí	Naměřili jsme 0,1 desetiletí.	{0} desetiletí	Naměřili jsme 5 desetiletí.
year-duration	decades	neuter	Jedno desetiletí stálo 135 Kč.	genitive	{0} desetiletí	Bez 1 desetiletí se obejdeme.	{0} desetiletí	Bez 3 desetiletí se obejdeme.	{0} desetiletí	Bez 0,1 desetiletí se obejdeme.	{0} desetiletí	Bez 5 desetiletí se obejdeme.
year-duration	decades	neuter	Jedno desetiletí stálo 135 Kč.	locative	{0} desetiletí	Po 1 desetiletí se zastavil.	{0} desetiletích	Po 3 desetiletích se zastavil.	{0} desetiletí	Po 0,1 desetiletí se zastavil.	{0} desetiletích	Po 5 desetiletích se zastavil.
year-duration	decades	neuter	Jedno desetiletí stálo 135 Kč.	dative	{0} desetiletí	Díky 1 desetiletí navíc to mohl stihnout.	{0} desetiletím	Díky 3 desetiletím navíc to mohl stihnout.	{0} desetiletí	Díky 0,1 desetiletí navíc to mohl stihnout.	{0} desetiletím	Díky 5 desetiletím navíc to mohl stihnout.
year-duration	decades	neuter	Jedno desetiletí stálo 135 Kč.	instrumental	{0} desetiletím	Spokojíme se s 1 desetiletím.	{0} desetiletími	Spokojíme se s 3 desetiletími.	{0} desetiletí	Spokojíme se s 0,1 desetiletí.	{0} desetiletími	Spokojíme se s 5 desetiletími.
year-duration	centuries	neuter	Jedno století stálo 135 Kč.	nominative	{0} století	Chybí ještě 1 století.	{0} století	Chybí ještě 3 století.	{0} století	Chybí ještě 0,1 století.	{0} století	Chybí ještě 5 století.
year-duration	centuries	neuter	Jedno století stálo 135 Kč.	accusative	{0} století	Naměřili jsme 1 století.	{0} století	Naměřili jsme 3 století.	{0} století	Naměřili jsme 0,1 století.	{0} století	Naměřili jsme 5 století.
year-duration	centuries	neuter	Jedno století stálo 135 Kč.	genitive	{0} století	Bez 1 století se obejdeme.	{0} století	Bez 3 století se obejdeme.	{0} století	Bez 0,1 století se obejdeme.	{0} století	Bez 5 století se obejdeme.
year-duration	centuries	neuter	Jedno století stálo 135 Kč.	locative	{0} století	Po 1 století se zastavil.	{0} stoletích	Po 3 stoletích se zastavil.	{0} století	Po 0,1 století se zastavil.	{0} stoletích	Po 5 stoletích se zastavil.
year-duration	centuries	neuter	Jedno století stálo 135 Kč.	dative	{0} století	Díky 1 století navíc to mohl stihnout.	{0} stoletím	Díky 3 stoletím navíc to mohl stihnout.	{0} století	Díky 0,1 století navíc to mohl stihnout.	{0} stoletím	Díky 5 stoletím navíc to mohl stihnout.
year-duration	centuries	neuter	Jedno století stálo 135 Kč.	instrumental	{0} stoletím	Spokojíme se s 1 stoletím.	{0} stoletími	Spokojíme se s 3 stoletími.	{0} století	Spokojíme se s 0,1 století.	{0} stoletími	Spokojíme se s 5 stoletími.

# Unit Power Components
#Unit	Case	Gender	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
power2	nominative	inanimate • (day)	{0} čtvereční	Chybí ještě 1 den čtvereční.	{0} čtvereční	Chybí ještě 3 dny čtvereční.	{0} čtverečního	Chybí ještě 0,1 dne čtverečního.	{0} čtverečních	Chybí ještě 5 dnů čtverečních.
power2	accusative	inanimate • (day)	{0} čtvereční	Naměřili jsme 1 den čtvereční.	{0} čtvereční	Naměřili jsme 3 dny čtvereční.	{0} čtverečního	Naměřili jsme 0,1 dne čtverečního.	{0} čtverečních	Naměřili jsme 5 dnů čtverečních.
power2	genitive	inanimate • (day)	{0} čtverečního	Bez 1 dne čtverečního se obejdeme.	{0} čtverečních	Bez 3 dnů čtverečních se obejdeme.	{0} čtverečního	Bez 0,1 dne čtverečního se obejdeme.	{0} čtverečních	Bez 5 dnů čtverečních se obejdeme.
power2	locative	inanimate • (day)	{0} čtverečním	Po 1 dnu čtverečním se zastavil.	{0} čtverečních	Po 3 dnech čtverečních se zastavil.	{0} čtverečního	Po 0,1 dne čtverečního se zastavil.	{0} čtverečních	Po 5 dnech čtverečních se zastavil.
power2	dative	inanimate • (day)	{0} čtverečnímu	Díky 1 dni čtverečnímu navíc to mohl stihnout.	{0} čtverečním	Díky 3 dnům čtverečním navíc to mohl stihnout.	{0} čtverečního	Díky 0,1 dne čtverečního navíc to mohl stihnout.	{0} čtverečním	Díky 5 dnům čtverečním navíc to mohl stihnout.
power2	instrumental	inanimate • (day)	{0} čtverečním	Spokojíme se s 1 dnem čtverečním.	{0} čtverečními	Spokojíme se s 3 dny čtverečními.	{0} čtverečního	Spokojíme se s 0,1 dne čtverečního.	{0} čtverečními	Spokojíme se s 5 dny čtverečními.
power2	nominative	feminine • (second)	{0} čtvereční	Chybí ještě 1 sekunda čtvereční.	{0} čtvereční	Chybí ještě 3 sekundy čtvereční.	{0} čtvereční	Chybí ještě 0,1 sekundy čtvereční.	{0} čtverečních	Chybí ještě 5 sekund čtverečních.
power2	accusative	feminine • (second)	{0} čtvereční	Naměřili jsme 1 sekundu čtvereční.	{0} čtvereční	Naměřili jsme 3 sekundy čtvereční.	{0} čtvereční	Naměřili jsme 0,1 sekundy čtvereční.	{0} čtverečních	Naměřili jsme 5 sekund čtverečních.
power2	genitive	feminine • (second)	{0} čtvereční	Bez 1 sekundy čtvereční se obejdeme.	{0} čtverečních	Bez 3 sekund čtverečních se obejdeme.	{0} čtvereční	Bez 0,1 sekundy čtvereční se obejdeme.	{0} čtverečních	Bez 5 sekund čtverečních se obejdeme.
power2	locative	feminine • (second)	{0} čtvereční	Po 1 sekundě čtvereční se zastavil.	{0} čtverečních	Po 3 sekundách čtverečních se zastavil.	{0} čtvereční	Po 0,1 sekundy čtvereční se zastavil.	{0} čtverečních	Po 5 sekundách čtverečních se zastavil.
power2	dative	feminine • (second)	{0} čtvereční	Díky 1 sekundě čtvereční navíc to mohl stihnout.	{0} čtverečním	Díky 3 sekundám čtverečním navíc to mohl stihnout.	{0} čtvereční	Díky 0,1 sekundy čtvereční navíc to mohl stihnout.	{0} čtverečním	Díky 5 sekundám čtverečním navíc to mohl stihnout.
power2	instrumental	feminine • (second)	{0} čtvereční	Spokojíme se s 1 sekundou čtvereční.	{0} čtverečními	Spokojíme se s 3 sekundami čtverečními.	{0} čtvereční	Spokojíme se s 0,1 sekundy čtvereční.	{0} čtverečními	Spokojíme se s 5 sekundami čtverečními.
power2	nominative	neuter • (percent)	{0} čtvereční	Chybí ještě 1 procento čtvereční.	{0} čtvereční	Chybí ještě 3 procenta čtvereční.	{0} čtverečního	Chybí ještě 0,1 procenta čtverečního.	{0} čtverečních	Chybí ještě 5 procent čtverečních.
power2	accusative	neuter • (percent)	{0} čtvereční	Naměřili jsme 1 procento čtvereční.	{0} čtvereční	Naměřili jsme 3 procenta čtvereční.	{0} čtverečního	Naměřili jsme 0,1 procenta čtverečního.	{0} čtverečních	Naměřili jsme 5 procent čtverečních.
power2	genitive	neuter • (percent)	{0} čtverečního	Bez 1 procenta čtverečního se obejdeme.	{0} čtverečních	Bez 3 procent čtverečních se obejdeme.	{0} čtverečního	Bez 0,1 procenta čtverečního se obejdeme.	{0} čtverečních	Bez 5 procent čtverečních se obejdeme.
power2	locative	neuter • (percent)	{0} čtverečním	Po 1 procentu čtverečním se zastavil.	{0} čtverečních	Po 3 procentech čtverečních se zastavil.	{0} čtverečního	Po 0,1 procenta čtverečního se zastavil.	{0} čtverečních	Po 5 procentech čtverečních se zastavil.
power2	dative	neuter • (percent)	{0} čtverečnímu	Díky 1 procentu čtverečnímu navíc to mohl stihnout.	{0} čtverečním	Díky 3 procentům čtverečním navíc to mohl stihnout.	{0} čtverečního	Díky 0,1 procenta čtverečního navíc to mohl stihnout.	{0} čtverečním	Díky 5 procentům čtverečním navíc to mohl stihnout.
power2	instrumental	neuter • (percent)	{0} čtverečním	Spokojíme se s 1 procentem čtverečním.	{0} čtverečními	Spokojíme se s 3 procenty čtverečními.	{0} čtverečního	Spokojíme se s 0,1 procenta čtverečního.	{0} čtverečními	Spokojíme se s 5 procenty čtverečními.
power3	nominative	inanimate • (day)	{0} krychlový	Chybí ještě 1 den krychlový.	{0} krychlové	Chybí ještě 3 dny krychlové.	{0} krychlového	Chybí ještě 0,1 dne krychlového.	{0} krychlových	Chybí ještě 5 dnů krychlových.
power3	accusative	inanimate • (day)	{0} krychlový	Naměřili jsme 1 den krychlový.	{0} krychlové	Naměřili jsme 3 dny krychlové.	{0} krychlového	Naměřili jsme 0,1 dne krychlového.	{0} krychlových	Naměřili jsme 5 dnů krychlových.
power3	genitive	inanimate • (day)	{0} krychlového	Bez 1 dne krychlového se obejdeme.	{0} krychlových	Bez 3 dnů krychlových se obejdeme.	{0} krychlového	Bez 0,1 dne krychlového se obejdeme.	{0} krychlových	Bez 5 dnů krychlových se obejdeme.
power3	locative	inanimate • (day)	{0} krychlovém	Po 1 dnu krychlovém se zastavil.	{0} krychlových	Po 3 dnech krychlových se zastavil.	{0} krychlového	Po 0,1 dne krychlového se zastavil.	{0} krychlových	Po 5 dnech krychlových se zastavil.
power3	dative	inanimate • (day)	{0} krychlovému	Díky 1 dni krychlovému navíc to mohl stihnout.	{0} krychlovým	Díky 3 dnům krychlovým navíc to mohl stihnout.	{0} krychlového	Díky 0,1 dne krychlového navíc to mohl stihnout.	{0} krychlovým	Díky 5 dnům krychlovým navíc to mohl stihnout.
power3	instrumental	inanimate • (day)	{0} krychlovým	Spokojíme se s 1 dnem krychlovým.	{0} krychlovými	Spokojíme se s 3 dny krychlovými.	{0} krychlového	Spokojíme se s 0,1 dne krychlového.	{0} krychlovými	Spokojíme se s 5 dny krychlovými.
power3	nominative	feminine • (second)	{0} krychlová	Chybí ještě 1 sekunda krychlová.	{0} krychlové	Chybí ještě 3 sekundy krychlové.	{0} krychlové	Chybí ještě 0,1 sekundy krychlové.	{0} krychlových	Chybí ještě 5 sekund krychlových.
power3	accusative	feminine • (second)	{0} krychlovou	Naměřili jsme 1 sekundu krychlovou.	{0} krychlové	Naměřili jsme 3 sekundy krychlové.	{0} krychlové	Naměřili jsme 0,1 sekundy krychlové.	{0} krychlových	Naměřili jsme 5 sekund krychlových.
power3	genitive	feminine • (second)	{0} krychlové	Bez 1 sekundy krychlové se obejdeme.	{0} krychlových	Bez 3 sekund krychlových se obejdeme.	{0} krychlové	Bez 0,1 sekundy krychlové se obejdeme.	{0} krychlových	Bez 5 sekund krychlových se obejdeme.
power3	locative	feminine • (second)	{0} krychlové	Po 1 sekundě krychlové se zastavil.	{0} krychlových	Po 3 sekundách krychlových se zastavil.	{0} krychlové	Po 0,1 sekundy krychlové se zastavil.	{0} krychlových	Po 5 sekundách krychlových se zastavil.
power3	dative	feminine • (second)	{0} krychlové	Díky 1 sekundě krychlové navíc to mohl stihnout.	{0} krychlovým	Díky 3 sekundám krychlovým navíc to mohl stihnout.	{0} krychlové	Díky 0,1 sekundy krychlové navíc to mohl stihnout.	{0} krychlovým	Díky 5 sekundám krychlovým navíc to mohl stihnout.
power3	instrumental	feminine • (second)	{0} krychlovou	Spokojíme se s 1 sekundou krychlovou.	{0} krychlovými	Spokojíme se s 3 sekundami krychlovými.	{0} krychlové	Spokojíme se s 0,1 sekundy krychlové.	{0} krychlovými	Spokojíme se s 5 sekundami krychlovými.
power3	nominative	neuter • (percent)	{0} krychlové	Chybí ještě 1 procento krychlové.	{0} krychlová	Chybí ještě 3 procenta krychlová.	{0} krychlového	Chybí ještě 0,1 procenta krychlového.	{0} krychlových	Chybí ještě 5 procent krychlových.
power3	accusative	neuter • (percent)	{0} krychlové	Naměřili jsme 1 procento krychlové.	{0} krychlová	Naměřili jsme 3 procenta krychlová.	{0} krychlového	Naměřili jsme 0,1 procenta krychlového.	{0} krychlových	Naměřili jsme 5 procent krychlových.
power3	genitive	neuter • (percent)	{0} krychlového	Bez 1 procenta krychlového se obejdeme.	{0} krychlových	Bez 3 procent krychlových se obejdeme.	{0} krychlového	Bez 0,1 procenta krychlového se obejdeme.	{0} krychlových	Bez 5 procent krychlových se obejdeme.
power3	locative	neuter • (percent)	{0} krychlovém	Po 1 procentu krychlovém se zastavil.	{0} krychlových	Po 3 procentech krychlových se zastavil.	{0} krychlového	Po 0,1 procenta krychlového se zastavil.	{0} krychlových	Po 5 procentech krychlových se zastavil.
