# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 metru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 metr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 metru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 metr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 metru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 metr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 metrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 metr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>den</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>den</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
volume	deciliter • ( = 10 cL)	inanimate	Jeden decilitr stál 135 Kč.	genitive	{0} decilitru	Bez 1 decilitru se obejdeme.	{0} decilitrů	Bez 3 decilitrů se obejdeme.	{0} decilitru	Bez 0,1 decilitru se obejdeme.	{0} decilitrů	Bez 5 decilitrů se obejdeme.
volume	deciliter • ( = 10 cL)	inanimate	Jeden decilitr stál 135 Kč.	locative	{0} decilitru	Po 1 decilitru se zastavil.	{0} decilitrech	Po 3 decilitrech se zastavil.	{0} decilitru	Po 0,1 decilitru se zastavil.	{0} decilitrech	Po 5 decilitrech se zastavil.
volume	deciliter • ( = 10 cL)	inanimate	Jeden decilitr stál 135 Kč.	dative	{0} decilitru	Díky 1 decilitru navíc to mohl stihnout.	{0} decilitrům	Díky 3 decilitrům navíc to mohl stihnout.	{0} decilitru	Díky 0,1 decilitru navíc to mohl stihnout.	{0} decilitrům	Díky 5 decilitrům navíc to mohl stihnout.
volume	deciliter • ( = 10 cL)	inanimate	Jeden decilitr stál 135 Kč.	instrumental	{0} decilitrem	Spokojíme se s 1 decilitrem.	{0} decilitry	Spokojíme se s 3 decilitry.	{0} decilitru	Spokojíme se s 0,1 decilitru.	{0} decilitry	Spokojíme se s 5 decilitry.
volume	cup • ( = 23.65882365 cL)	n/a	n/a	nominative	{0} šálek	Chybí ještě 1 šálek.	{0} šálky	Chybí ještě 3 šálky.	{0} šálku	Chybí ještě 0,1 šálku.	{0} šálků	Chybí ještě 5 šálků.
volume	cup • ( = 23.65882365 cL)	n/a	n/a	accusative	{0} šálek	Naměřili jsme 1 šálek.	{0} šálky	Naměřili jsme 3 šálky.	{0} šálku	Naměřili jsme 0,1 šálku.	{0} šálků	Naměřili jsme 5 šálků.
volume	cup • ( = 23.65882365 cL)	n/a	n/a	genitive	{0} šálek	Bez 1 šálek se obejdeme.	{0} šálky	Bez 3 šálky se obejdeme.	{0} šálku	Bez 0,1 šálku se obejdeme.	{0} šálků	Bez 5 šálků se obejdeme.
volume	cup • ( = 23.65882365 cL)	n/a	n/a	locative	{0} šálek	Po 1 šálek se zastavil.	{0} šálky	Po 3 šálky se zastavil.	{0} šálku	Po 0,1 šálku se zastavil.	{0} šálků	Po 5 šálků se zastavil.
volume	cup • ( = 23.65882365 cL)	n/a	n/a	dative	{0} šálek	Díky 1 šálek navíc to mohl stihnout.	{0} šálky	Díky 3 šálky navíc to mohl stihnout.	{0} šálku	Díky 0,1 šálku navíc to mohl stihnout.	{0} šálků	Díky 5 šálků navíc to mohl stihnout.
volume	cup • ( = 23.65882365 cL)	n/a	n/a	instrumental	{0} šálek	Spokojíme se s 1 šálek.	{0} šálky	Spokojíme se s 3 šálky.	{0} šálku	Spokojíme se s 0,1 šálku.	{0} šálků	Spokojíme se s 5 šálků.
volume	cup-metric • ( = 25 cL)	inanimate	Jeden metrický šálek stál 135 Kč.	nominative	{0} metrický šálek	Chybí ještě 1 metrický šálek.	{0} metrické šálky	Chybí ještě 3 metrické šálky.	{0} metrického šálku	Chybí ještě 0,1 metrického šálku.	{0} metrických šálků	Chybí ještě 5 metrických šálků.
volume	cup-metric • ( = 25 cL)	inanimate	Jeden metrický šálek stál 135 Kč.	accusative	{0} metrický šálek	Naměřili jsme 1 metrický šálek.	{0} metrické šálky	Naměřili jsme 3 metrické šálky.	{0} metrického šálku	Naměřili jsme 0,1 metrického šálku.	{0} metrických šálků	Naměřili jsme 5 metrických šálků.
volume	cup-metric • ( = 25 cL)	inanimate	Jeden metrický šálek stál 135 Kč.	genitive	{0} metrického šálku	Bez 1 metrického šálku se obejdeme.	{0} metrických šálků	Bez 3 metrických šálků se obejdeme.	{0} metrického šálku	Bez 0,1 metrického šálku se obejdeme.	{0} metrických šálků	Bez 5 metrických šálků se obejdeme.
volume	cup-metric • ( = 25 cL)	inanimate	Jeden metrický šálek stál 135 Kč.	locative	{0} metrickém šálku	Po 1 metrickém šálku se zastavil.	{0} metrických šálcích	Po 3 metrických šálcích se zastavil.	{0} metrického šálku	Po 0,1 metrického šálku se zastavil.	{0} metrických šálcích	Po 5 metrických šálcích se zastavil.
volume	cup-metric • ( = 25 cL)	inanimate	Jeden metrický šálek stál 135 Kč.	dative	{0} metrickému šálku	Díky 1 metrickému šálku navíc to mohl stihnout.	{0} metrickým šálkům	Díky 3 metrickým šálkům navíc to mohl stihnout.	{0} metrického šálku	Díky 0,1 metrického šálku navíc to mohl stihnout.	{0} metrickým šálkům	Díky 5 metrickým šálkům navíc to mohl stihnout.
volume	cup-metric • ( = 25 cL)	inanimate	Jeden metrický šálek stál 135 Kč.	instrumental	{0} metrickým šálkem	Spokojíme se s 1 metrickým šálkem.	{0} metrickými šálky	Spokojíme se s 3 metrickými šálky.	{0} metrického šálku	Spokojíme se s 0,1 metrického šálku.	{0} metrickými šálky	Spokojíme se s 5 metrickými šálky.
volume	pint • ( = 47.3176473 cL)	n/a	n/a	nominative	{0} pinta	Chybí ještě 1 pinta.	{0} pinty	Chybí ještě 3 pinty.	{0} pinty	Chybí ještě 0,1 pinty.	{0} pint	Chybí ještě 5 pint.
volume	pint • ( = 47.3176473 cL)	n/a	n/a	accusative	{0} pinta	Naměřili jsme 1 pinta.	{0} pinty	Naměřili jsme 3 pinty.	{0} pinty	Naměřili jsme 0,1 pinty.	{0} pint	Naměřili jsme 5 pint.
volume	pint • ( = 47.3176473 cL)	n/a	n/a	genitive	{0} pinta	Bez 1 pinta se obejdeme.	{0} pinty	Bez 3 pinty se obejdeme.	{0} pinty	Bez 0,1 pinty se obejdeme.	{0} pint	Bez 5 pint se obejdeme.
volume	pint • ( = 47.3176473 cL)	n/a	n/a	locative	{0} pinta	Po 1 pinta se zastavil.	{0} pinty	Po 3 pinty se zastavil.	{0} pinty	Po 0,1 pinty se zastavil.	{0} pint	Po 5 pint se zastavil.
volume	pint • ( = 47.3176473 cL)	n/a	n/a	dative	{0} pinta	Díky 1 pinta navíc to mohl stihnout.	{0} pinty	Díky 3 pinty navíc to mohl stihnout.	{0} pinty	Díky 0,1 pinty navíc to mohl stihnout.	{0} pint	Díky 5 pint navíc to mohl stihnout.
volume	pint • ( = 47.3176473 cL)	n/a	n/a	instrumental	{0} pinta	Spokojíme se s 1 pinta.	{0} pinty	Spokojíme se s 3 pinty.	{0} pinty	Spokojíme se s 0,1 pinty.	{0} pint	Spokojíme se s 5 pint.
volume	pint-metric • ( = 50 cL)	feminine	Jedna metrická pinta stála 135 Kč.	nominative	{0} metrická pinta	Chybí ještě 1 metrická pinta.	{0} metrické pinty	Chybí ještě 3 metrické pinty.	{0} metrické pinty	Chybí ještě 0,1 metrické pinty.	{0} metrických pint	Chybí ještě 5 metrických pint.
volume	pint-metric • ( = 50 cL)	feminine	Jedna metrická pinta stála 135 Kč.	accusative	{0} metrickou pintu	Naměřili jsme 1 metrickou pintu.	{0} metrické pinty	Naměřili jsme 3 metrické pinty.	{0} metrické pinty	Naměřili jsme 0,1 metrické pinty.	{0} metrických pint	Naměřili jsme 5 metrických pint.
volume	pint-metric • ( = 50 cL)	feminine	Jedna metrická pinta stála 135 Kč.	genitive	{0} metrické pinty	Bez 1 metrické pinty se obejdeme.	{0} metrických pint	Bez 3 metrických pint se obejdeme.	{0} metrické pinty	Bez 0,1 metrické pinty se obejdeme.	{0} metrických pint	Bez 5 metrických pint se obejdeme.
volume	pint-metric • ( = 50 cL)	feminine	Jedna metrická pinta stála 135 Kč.	locative	{0} metrické pintě	Po 1 metrické pintě se zastavil.	{0} metrických pintách	Po 3 metrických pintách se zastavil.	{0} metrické pinty	Po 0,1 metrické pinty se zastavil.	{0} metrických pintách	Po 5 metrických pintách se zastavil.
volume	pint-metric • ( = 50 cL)	feminine	Jedna metrická pinta stála 135 Kč.	dative	{0} metrické pintě	Díky 1 metrické pintě navíc to mohl stihnout.	{0} metrickým pintám	Díky 3 metrickým pintám navíc to mohl stihnout.	{0} metrické pinty	Díky 0,1 metrické pinty navíc to mohl stihnout.	{0} metrickým pintám	Díky 5 metrickým pintám navíc to mohl stihnout.
volume	pint-metric • ( = 50 cL)	feminine	Jedna metrická pinta stála 135 Kč.	instrumental	{0} metrickou pintou	Spokojíme se s 1 metrickou pintou.	{0} metrickými pintami	Spokojíme se s 3 metrickými pintami.	{0} metrické pinty	Spokojíme se s 0,1 metrické pinty.	{0} metrickými pintami	Spokojíme se s 5 metrickými pintami.
volume	quart • ( = 0.946352946 L)	n/a	n/a	nominative	{0} kvart	Chybí ještě 1 kvart.	{0} kvarty	Chybí ještě 3 kvarty.	{0} kvartu	Chybí ještě 0,1 kvartu.	{0} kvartů	Chybí ještě 5 kvartů.
volume	quart • ( = 0.946352946 L)	n/a	n/a	accusative	{0} kvart	Naměřili jsme 1 kvart.	{0} kvarty	Naměřili jsme 3 kvarty.	{0} kvartu	Naměřili jsme 0,1 kvartu.	{0} kvartů	Naměřili jsme 5 kvartů.
volume	quart • ( = 0.946352946 L)	n/a	n/a	genitive	{0} kvart	Bez 1 kvart se obejdeme.	{0} kvarty	Bez 3 kvarty se obejdeme.	{0} kvartu	Bez 0,1 kvartu se obejdeme.	{0} kvartů	Bez 5 kvartů se obejdeme.
volume	quart • ( = 0.946352946 L)	n/a	n/a	locative	{0} kvart	Po 1 kvart se zastavil.	{0} kvarty	Po 3 kvarty se zastavil.	{0} kvartu	Po 0,1 kvartu se zastavil.	{0} kvartů	Po 5 kvartů se zastavil.
volume	quart • ( = 0.946352946 L)	n/a	n/a	dative	{0} kvart	Díky 1 kvart navíc to mohl stihnout.	{0} kvarty	Díky 3 kvarty navíc to mohl stihnout.	{0} kvartu	Díky 0,1 kvartu navíc to mohl stihnout.	{0} kvartů	Díky 5 kvartů navíc to mohl stihnout.
volume	quart • ( = 0.946352946 L)	n/a	n/a	instrumental	{0} kvart	Spokojíme se s 1 kvart.	{0} kvarty	Spokojíme se s 3 kvarty.	{0} kvartu	Spokojíme se s 0,1 kvartu.	{0} kvartů	Spokojíme se s 5 kvartů.
volume	liters	inanimate	Jeden litr stál 135 Kč.	nominative	{0} litr	Chybí ještě 1 litr.	{0} litry	Chybí ještě 3 litry.	{0} litru	Chybí ještě 0,1 litru.	{0} litrů	Chybí ještě 5 litrů.
volume	liters	inanimate	Jeden litr stál 135 Kč.	accusative	{0} litr	Naměřili jsme 1 litr.	{0} litry	Naměřili jsme 3 litry.	{0} litru	Naměřili jsme 0,1 litru.	{0} litrů	Naměřili jsme 5 litrů.
volume	liters	inanimate	Jeden litr stál 135 Kč.	genitive	{0} litru	Bez 1 litru se obejdeme.	{0} litrů	Bez 3 litrů se obejdeme.	{0} litru	Bez 0,1 litru se obejdeme.	{0} litrů	Bez 5 litrů se obejdeme.
volume	liters	inanimate	Jeden litr stál 135 Kč.	locative	{0} litru	Po 1 litru se zastavil.	{0} litrech	Po 3 litrech se zastavil.	{0} litru	Po 0,1 litru se zastavil.	{0} litrech	Po 5 litrech se zastavil.
volume	liters	inanimate	Jeden litr stál 135 Kč.	dative	{0} litru	Díky 1 litru navíc to mohl stihnout.	{0} litrům	Díky 3 litrům navíc to mohl stihnout.	{0} litru	Díky 0,1 litru navíc to mohl stihnout.	{0} litrům	Díky 5 litrům navíc to mohl stihnout.
volume	liters	inanimate	Jeden litr stál 135 Kč.	instrumental	{0} litrem	Spokojíme se s 1 litrem.	{0} litry	Spokojíme se s 3 litry.	{0} litru	Spokojíme se s 0,1 litru.	{0} litry	Spokojíme se s 5 litry.
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	nominative	{0} britský kvart	Chybí ještě 1 britský kvart.	{0} britské kvarty	Chybí ještě 3 britské kvarty.	{0} britského kvartu	Chybí ještě 0,1 britského kvartu.	{0} britských kvartů	Chybí ještě 5 britských kvartů.
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	accusative	{0} britský kvart	Naměřili jsme 1 britský kvart.	{0} britské kvarty	Naměřili jsme 3 britské kvarty.	{0} britského kvartu	Naměřili jsme 0,1 britského kvartu.	{0} britských kvartů	Naměřili jsme 5 britských kvartů.
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	genitive	{0} britský kvart	Bez 1 britský kvart se obejdeme.	{0} britské kvarty	Bez 3 britské kvarty se obejdeme.	{0} britského kvartu	Bez 0,1 britského kvartu se obejdeme.	{0} britských kvartů	Bez 5 britských kvartů se obejdeme.
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	locative	{0} britský kvart	Po 1 britský kvart se zastavil.	{0} britské kvarty	Po 3 britské kvarty se zastavil.	{0} britského kvartu	Po 0,1 britského kvartu se zastavil.	{0} britských kvartů	Po 5 britských kvartů se zastavil.
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	dative	{0} britský kvart	Díky 1 britský kvart navíc to mohl stihnout.	{0} britské kvarty	Díky 3 britské kvarty navíc to mohl stihnout.	{0} britského kvartu	Díky 0,1 britského kvartu navíc to mohl stihnout.	{0} britských kvartů	Díky 5 britských kvartů navíc to mohl stihnout.
volume	quart-imperial • ( = 1.1365225 L)	n/a	n/a	instrumental	{0} britský kvart	Spokojíme se s 1 britský kvart.	{0} britské kvarty	Spokojíme se s 3 britské kvarty.	{0} britského kvartu	Spokojíme se s 0,1 britského kvartu.	{0} britských kvartů	Spokojíme se s 5 britských kvartů.
volume	gallon • ( = 3.785411784 L)	n/a	n/a	nominative	{0} galon	Chybí ještě 1 galon.	{0} galony	Chybí ještě 3 galony.	{0} galonu	Chybí ještě 0,1 galonu.	{0} galonů	Chybí ještě 5 galonů.
volume	gallon • ( = 3.785411784 L)	n/a	n/a	accusative	{0} galon	Naměřili jsme 1 galon.	{0} galony	Naměřili jsme 3 galony.	{0} galonu	Naměřili jsme 0,1 galonu.	{0} galonů	Naměřili jsme 5 galonů.
volume	gallon • ( = 3.785411784 L)	n/a	n/a	genitive	{0} galon	Bez 1 galon se obejdeme.	{0} galony	Bez 3 galony se obejdeme.	{0} galonu	Bez 0,1 galonu se obejdeme.	{0} galonů	Bez 5 galonů se obejdeme.
volume	gallon • ( = 3.785411784 L)	n/a	n/a	locative	{0} galon	Po 1 galon se zastavil.	{0} galony	Po 3 galony se zastavil.	{0} galonu	Po 0,1 galonu se zastavil.	{0} galonů	Po 5 galonů se zastavil.
volume	gallon • ( = 3.785411784 L)	n/a	n/a	dative	{0} galon	Díky 1 galon navíc to mohl stihnout.	{0} galony	Díky 3 galony navíc to mohl stihnout.	{0} galonu	Díky 0,1 galonu navíc to mohl stihnout.	{0} galonů	Díky 5 galonů navíc to mohl stihnout.
volume	gallon • ( = 3.785411784 L)	n/a	n/a	instrumental	{0} galon	Spokojíme se s 1 galon.	{0} galony	Spokojíme se s 3 galony.	{0} galonu	Spokojíme se s 0,1 galonu.	{0} galonů	Spokojíme se s 5 galonů.
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	nominative	{0} britský galon	Chybí ještě 1 britský galon.	{0} britské galony	Chybí ještě 3 britské galony.	{0} britského galonu	Chybí ještě 0,1 britského galonu.	{0} britských galonů	Chybí ještě 5 britských galonů.
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	accusative	{0} britský galon	Naměřili jsme 1 britský galon.	{0} britské galony	Naměřili jsme 3 britské galony.	{0} britského galonu	Naměřili jsme 0,1 britského galonu.	{0} britských galonů	Naměřili jsme 5 britských galonů.
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	genitive	{0} britský galon	Bez 1 britský galon se obejdeme.	{0} britské galony	Bez 3 britské galony se obejdeme.	{0} britského galonu	Bez 0,1 britského galonu se obejdeme.	{0} britských galonů	Bez 5 britských galonů se obejdeme.
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	locative	{0} britský galon	Po 1 britský galon se zastavil.	{0} britské galony	Po 3 britské galony se zastavil.	{0} britského galonu	Po 0,1 britského galonu se zastavil.	{0} britských galonů	Po 5 britských galonů se zastavil.
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	dative	{0} britský galon	Díky 1 britský galon navíc to mohl stihnout.	{0} britské galony	Díky 3 britské galony navíc to mohl stihnout.	{0} britského galonu	Díky 0,1 britského galonu navíc to mohl stihnout.	{0} britských galonů	Díky 5 britských galonů navíc to mohl stihnout.
volume	gallon-imperial • ( = 4.54609 L)	n/a	n/a	instrumental	{0} britský galon	Spokojíme se s 1 britský galon.	{0} britské galony	Spokojíme se s 3 britské galony.	{0} britského galonu	Spokojíme se s 0,1 britského galonu.	{0} britských galonů	Spokojíme se s 5 britských galonů.
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	nominative	{0} stopa krychlová	Chybí ještě 1 stopa krychlová.	{0} stopy krychlové	Chybí ještě 3 stopy krychlové.	{0} stopy krychlové	Chybí ještě 0,1 stopy krychlové.	{0} stop krychlových	Chybí ještě 5 stop krychlových.
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	accusative	{0} stopa krychlová	Naměřili jsme 1 stopa krychlová.	{0} stopy krychlové	Naměřili jsme 3 stopy krychlové.	{0} stopy krychlové	Naměřili jsme 0,1 stopy krychlové.	{0} stop krychlových	Naměřili jsme 5 stop krychlových.
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	genitive	{0} stopa krychlová	Bez 1 stopa krychlová se obejdeme.	{0} stopy krychlové	Bez 3 stopy krychlové se obejdeme.	{0} stopy krychlové	Bez 0,1 stopy krychlové se obejdeme.	{0} stop krychlových	Bez 5 stop krychlových se obejdeme.
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	locative	{0} stopa krychlová	Po 1 stopa krychlová se zastavil.	{0} stopy krychlové	Po 3 stopy krychlové se zastavil.	{0} stopy krychlové	Po 0,1 stopy krychlové se zastavil.	{0} stop krychlových	Po 5 stop krychlových se zastavil.
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	dative	{0} stopa krychlová	Díky 1 stopa krychlová navíc to mohl stihnout.	{0} stopy krychlové	Díky 3 stopy krychlové navíc to mohl stihnout.	{0} stopy krychlové	Díky 0,1 stopy krychlové navíc to mohl stihnout.	{0} stop krychlových	Díky 5 stop krychlových navíc to mohl stihnout.
volume	cubic-foot • ( = 28.316846592 L)	n/a	n/a	instrumental	{0} stopa krychlová	Spokojíme se s 1 stopa krychlová.	{0} stopy krychlové	Spokojíme se s 3 stopy krychlové.	{0} stopy krychlové	Spokojíme se s 0,1 stopy krychlové.	{0} stop krychlových	Spokojíme se s 5 stop krychlových.
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	nominative	{0} bušl	Chybí ještě 1 bušl.	{0} bušly	Chybí ještě 3 bušly.	{0} bušlu	Chybí ještě 0,1 bušlu.	{0} bušlů	Chybí ještě 5 bušlů.
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	accusative	{0} bušl	Naměřili jsme 1 bušl.	{0} bušly	Naměřili jsme 3 bušly.	{0} bušlu	Naměřili jsme 0,1 bušlu.	{0} bušlů	Naměřili jsme 5 bušlů.
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	genitive	{0} bušl	Bez 1 bušl se obejdeme.	{0} bušly	Bez 3 bušly se obejdeme.	{0} bušlu	Bez 0,1 bušlu se obejdeme.	{0} bušlů	Bez 5 bušlů se obejdeme.
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	locative	{0} bušl	Po 1 bušl se zastavil.	{0} bušly	Po 3 bušly se zastavil.	{0} bušlu	Po 0,1 bušlu se zastavil.	{0} bušlů	Po 5 bušlů se zastavil.
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	dative	{0} bušl	Díky 1 bušl navíc to mohl stihnout.	{0} bušly	Díky 3 bušly navíc to mohl stihnout.	{0} bušlu	Díky 0,1 bušlu navíc to mohl stihnout.	{0} bušlů	Díky 5 bušlů navíc to mohl stihnout.
volume	bushel • ( = 35.23907016688 L)	n/a	n/a	instrumental	{0} bušl	Spokojíme se s 1 bušl.	{0} bušly	Spokojíme se s 3 bušly.	{0} bušlu	Spokojíme se s 0,1 bušlu.	{0} bušlů	Spokojíme se s 5 bušlů.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	nominative	{0} hektolitr	Chybí ještě 1 hektolitr.	{0} hektolitry	Chybí ještě 3 hektolitry.	{0} hektolitru	Chybí ještě 0,1 hektolitru.	{0} hektolitrů	Chybí ještě 5 hektolitrů.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	accusative	{0} hektolitr	Naměřili jsme 1 hektolitr.	{0} hektolitry	Naměřili jsme 3 hektolitry.	{0} hektolitru	Naměřili jsme 0,1 hektolitru.	{0} hektolitrů	Naměřili jsme 5 hektolitrů.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	genitive	{0} hektolitru	Bez 1 hektolitru se obejdeme.	{0} hektolitrů	Bez 3 hektolitrů se obejdeme.	{0} hektolitru	Bez 0,1 hektolitru se obejdeme.	{0} hektolitrů	Bez 5 hektolitrů se obejdeme.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	locative	{0} hektolitru	Po 1 hektolitru se zastavil.	{0} hektolitrech	Po 3 hektolitrech se zastavil.	{0} hektolitru	Po 0,1 hektolitru se zastavil.	{0} hektolitrech	Po 5 hektolitrech se zastavil.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	dative	{0} hektolitru	Díky 1 hektolitru navíc to mohl stihnout.	{0} hektolitrům	Díky 3 hektolitrům navíc to mohl stihnout.	{0} hektolitru	Díky 0,1 hektolitru navíc to mohl stihnout.	{0} hektolitrům	Díky 5 hektolitrům navíc to mohl stihnout.
volume	hectoliters	inanimate	Jeden hektolitr stál 135 Kč.	instrumental	{0} hektolitrem	Spokojíme se s 1 hektolitrem.	{0} hektolitry	Spokojíme se s 3 hektolitry.	{0} hektolitru	Spokojíme se s 0,1 hektolitru.	{0} hektolitry	Spokojíme se s 5 hektolitry.
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	nominative	{0} barel	Chybí ještě 1 barel.	{0} barely	Chybí ještě 3 barely.	{0} barelu	Chybí ještě 0,1 barelu.	{0} barelů	Chybí ještě 5 barelů.
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	accusative	{0} barel	Naměřili jsme 1 barel.	{0} barely	Naměřili jsme 3 barely.	{0} barelu	Naměřili jsme 0,1 barelu.	{0} barelů	Naměřili jsme 5 barelů.
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	genitive	{0} barel	Bez 1 barel se obejdeme.	{0} barely	Bez 3 barely se obejdeme.	{0} barelu	Bez 0,1 barelu se obejdeme.	{0} barelů	Bez 5 barelů se obejdeme.
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	locative	{0} barel	Po 1 barel se zastavil.	{0} barely	Po 3 barely se zastavil.	{0} barelu	Po 0,1 barelu se zastavil.	{0} barelů	Po 5 barelů se zastavil.
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	dative	{0} barel	Díky 1 barel navíc to mohl stihnout.	{0} barely	Díky 3 barely navíc to mohl stihnout.	{0} barelu	Díky 0,1 barelu navíc to mohl stihnout.	{0} barelů	Díky 5 barelů navíc to mohl stihnout.
volume	barrel • ( = 1.58987294928 hL)	n/a	n/a	instrumental	{0} barel	Spokojíme se s 1 barel.	{0} barely	Spokojíme se s 3 barely.	{0} barelu	Spokojíme se s 0,1 barelu.	{0} barelů	Spokojíme se s 5 barelů.
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	nominative	{0} yard krychlový	Chybí ještě 1 yard krychlový.	{0} yardy krychlové	Chybí ještě 3 yardy krychlové.	{0} yardu krychlového	Chybí ještě 0,1 yardu krychlového.	{0} yardů krychlových	Chybí ještě 5 yardů krychlových.
volume	cubic-yard • ( = 0.764554857984 m³)	n/a	n/a	accusative	{0} yard krychlový	Naměřili jsme 1 yard krychlový.	{0} yardy krychlové	Naměřili jsme 3 yardy krychlové.	{0} yardu krychlového	Naměřili jsme 0,1 yardu krychlového.	{0} yardů krychlových	Naměřili jsme 5 yardů krychlových.
